Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Middle,BB_Position,Price_Change,Price_Change_5D,Price_Change_20D,Volatility_20D,Volume_MA_20,Volume_Ratio
2020-01-02 00:00:00-05:00,5.942872843002966,5.971746921539307,5.892343086871904,5.971746921539307,237536000,0.0,0.0,5.971746921539307,5.971746921539307,5.971746921539307,5.971746921539307,5.971746921539307,0.0,0.0,0.0,0.0,0.0,0.0,5.971746921539307,0.0,0.0,0.0,0.0,0.0,237536000.0,1.0
2020-01-03 00:00:00-05:00,5.8520181115010415,5.919972391625994,5.827126404235172,5.876163005828857,205384000,0.0,0.0,5.923954963684082,5.923954963684082,5.923954963684082,5.91997230052948,5.9221168114588805,0.0,-0.0021445109294004894,-0.0011913949607780497,-0.0009531159686224397,6.059131033626526,5.788778893741638,5.923954963684082,0.3232233047033634,-0.0160060225200922,0.0,0.0,0.0,221460000.0,0.927409012914296
2020-01-06 00:00:00-05:00,5.782819473763594,5.906032689136935,5.756683394717106,5.900805473327637,262636000,0.0,0.0,5.916238466898601,5.916238466898601,5.916238466898601,5.9124914834460816,5.914459854584718,20.49672196816759,-0.001968371138636016,-0.0015098278205559045,-0.00045854331808011135,6.015489748070314,5.816987185726887,5.916238466898601,0.422252925157392,0.004193632388062696,0.0,0.0,0.22674056399214682,235185333.33333334,1.1167192965547739
2020-01-07 00:00:00-05:00,5.929181691904879,6.018044830947195,5.884127936555174,5.9722442626953125,314856000,0.0,0.0,5.930239915847778,5.930239915847778,5.930239915847778,5.931353100688979,5.930613849938099,50.12974218250483,0.0007392507508798829,-0.0007479448356521826,0.0014871955865320655,6.028748089987325,5.831731741708231,5.930239915847778,0.7132023419093662,0.012106616578124507,0.0,0.0,0.23013126228139122,255103000.0,1.234230879291894
2020-01-08 00:00:00-05:00,5.968013727979196,6.024766771198286,5.927938401487843,5.9834465980529785,277108000,0.0,0.0,5.940881252288818,5.940881252288818,5.940881252288818,5.945506717741834,5.9428659821398355,52.88357574674928,0.0026407356019984007,0.0002601109823067009,0.0023806246196917,6.038567771851441,5.843194732726196,5.940881252288818,0.7178670401747363,0.0018757329514533794,0.0,0.0,0.188430401162964,259504000.0,1.0678371046303718
2020-01-09 00:00:00-05:00,6.069819131785066,6.121593725960917,5.9953932713497275,6.049159049987793,255112000,0.0,0.0,5.958927551905314,5.958927551905314,5.958927551905314,5.970699687606538,5.9641556358666845,64.4113746398155,0.006544051739853174,0.0019634083079492306,0.004580643431903944,6.083226301696963,5.834628802113666,5.958927551905314,0.8629622109382667,0.010982374599314948,0.01296306247829615,0.0,0.17922797833723444,258772000.0,0.9858562750220271
2020-01-10 00:00:00-05:00,6.156442552812923,6.186810255901487,6.067330628243906,6.081518650054932,316296000,0.0,0.0,5.976440565926688,5.976440565926688,5.976440565926688,5.995428551350933,5.985028039546327,68.23816857756735,0.010400511804606438,0.004098614121513456,0.006301897683092982,6.122942811016307,5.829938320837069,5.976440565926688,0.8586227776371791,0.00534943779783803,0.03494723410878353,0.0,0.16127192041171506,266989714.2857143,1.1846748510376002
2020-01-13 00:00:00-05:00,6.164656154968752,6.297328193460846,6.142004414452742,6.27218770980835,319840000,0.0,0.0,6.013408958911896,6.013408958911896,6.013408958911896,6.05318392200271,6.0312965777613945,80.55690810085181,0.021887344241315887,0.008373580486446028,0.01351376375486986,6.2626677896187255,5.764150128205066,6.013408958911896,1.0,0.031352211630839344,0.06293754948530439,0.0,0.2245927882003207,273596000.0,1.1690229389318558
2020-01-14 00:00:00-05:00,6.229374228669526,6.254763967703646,6.142004717361064,6.155197620391846,359088000,0.0,0.0,6.02916325463189,6.02916325463189,6.02916325463189,6.073365862515006,6.049661432271014,65.07156490044846,0.023704430243991936,0.011915082837176976,0.01178934740681496,6.280755864043332,5.7775706452204485,6.02916325463189,0.7504731082021674,-0.018652198376262974,0.030633937536567624,0.0,0.25330154171148933,283095111.1111111,1.2684358927663102
2020-01-15 00:00:00-05:00,6.167893602036419,6.19029609529159,6.086746877537895,6.112634181976318,263104000,0.0,0.0,6.037510347366333,6.037510347366333,6.037510347366333,6.080807193791512,6.0583510588362275,60.81813961185894,0.022456134955284313,0.014276890418868714,0.008179244536415598,6.2805177440178035,5.794502950714863,6.037510347366333,0.6545710864055105,-0.006915040107650983,0.02159083093770353,0.0,0.2437552458597225,281096000.0,0.9359933972735294
